id,scientific_name,common_name,old_level,new_level,old_notes,new_notes,parts,changes
AAA1466,Verbena x hybrida,Verbena x hybrida,faint,light,,"Flowers have a light, subtle scent.",flower,level:faint->light; notes:filled
AAA1474,Viburnum dentatum,Southern Arrowwood,faint,light,Flowers very lightly sweet-scented; some describe as slightly musky.,Flowers very lightly sweet-scented; some describe as slightly musky.,flower,level:faint->light
AAA1477,Viburnum nudum,Southern Wild Raisin,faint,light,Flowers very lightly scented.,The flowers have a very lightly scented scent.,flower,level:faint->light; notes:sentence
AAA1478,Viburnum opulus,Guelder-Rose,faint,light,"Light, slightly musky scent from flowers.","Light, slightly musky scent from flowers.",flower,level:faint->light
AAA1480,Viburnum rhytidophyllum,Leatherleaf Viburnum,faint,light,Mild scent (some find unpleasantly musky).,Mild scent (some find unpleasantly musky).,flower,level:faint->light
AAA1481,Viburnum tinus,Laurustinus Viburnum,faint,light,"Light, slightly musky scent.","The flowers have a light, slightly musky scent.",flower,level:faint->light; notes:sentence
AAA1482,Viburnum trilobum,American Cranberrybush,faint,light,Flowers very lightly scented.,The flowers have a very lightly scented scent.,flower,level:faint->light; notes:sentence
AAA1488,Viola 'Molly Sanderson',Black Viola,faint,light,Light classic violet scent.,The flowers have a light classic violet scent.,flower,level:faint->light; notes:sentence
AAA1489,Viola cornuta,Horned Pansy,faint,light,,"Flowers have a light, sweet violet-like scent.",flower,level:faint->light; notes:filled
AAA1491,Viola sororia,Common Blue Violet,faint,light,,Flowers have a light violet scent.,flower,level:faint->light; notes:filled
AAA1492,Viola tricolor,Wild Pansy,faint,light,Delicate scent detectable up close.,Delicate scent detectable up close.,flower,level:faint->light
AAA1493,Viola x wittrockiana,Garden Pansy,faint,light,"Light sweet scent, stronger in cool morning air.","Light sweet scent, stronger in cool morning air.",flower,level:faint->light
AAA1494,Vitex agnus-castus,Lilac Chaste Tree,moderate,moderate,"spicy, herbaceous","The flowers have a spicy, herbaceous scent.","leaf,flower",notes:sentence
AAA1500,Weigela middendorffiana,Weigela middendorffiana,faint,light,Flowers very lightly sweet-scented.,The flowers have a very lightly sweet-scented scent.,flower,level:faint->light; notes:sentence
AAA1501,Weigela praecox,Old Fashioned Weigela,faint,light,Mild sweet scent.,The flowers have a mild sweet scent.,flower,level:faint->light; notes:sentence
AAA1502,Weigela subsessilis,Korean Weigela,faint,light,Flowers lightly scented.,The flowers have a lightly scented scent.,flower,level:faint->light; notes:sentence
AAA1507,Xerochrysum bracteatum,Golden Everlasting,faint,light,,"Flowers have little scent, at most lightly sweet up close.",flower,level:faint->light; notes:filled
AAA1508,Xerophyllum tenax,Common Beargrass,faint,light,,"Flowers have a light, subtle scent.",flower,level:faint->light; notes:filled
AAA1509,Yucca elephantipes,Spineless Yucca,faint,light,Flowers have a light sweet scent.,Flowers have a light sweet scent.,flower,level:faint->light
AAA1511,Zantedeschia aethiopica,Calla Lily,faint,light,Light sweet scent.,The flowers have a light sweet scent.,flower,level:faint->light; notes:sentence
